@RELATION meteorite_landings_test

@ATTRIBUTE recclass {"Acapulcoite","Acapulcoite/Lodranite","Acapulcoite/lodranite","Achondrite-prim","Achondrite-ung","Angrite","Aubrite","Aubrite-an","Brachinite","C","C1/2-ung","C2","C2-ung","C3-ung","C3.0-ung","C4","C4-ung","C4/5","C5/6-ung","C6","CB","CBa","CBb","CH/CBb","CH3","CI1","CK","CK3","CK3-an","CK4","CK4-an","CK4/5","CK5","CK5/6","CK6","CM","CM-an","CM1","CM1/2","CM2","CO3","CO3.0","CO3.1","CO3.2","CO3.3","CO3.4","CO3.5","CO3.6","CO3.7","CO3.8","CR","CR-an","CR1","CR2","CR2-an","CR7","CV2","CV3","CV3-an","Chondrite-fusion crust","Chondrite-ung","Diogenite","Diogenite-an","Diogenite-olivine","Diogenite-pm","E","E-an","E3","E3-an","E4","E5","E5-an","E6","EH","EH-imp melt","EH3","EH3/4-an","EH4","EH4/5","EH5","EH6","EH6-an","EH7","EH7-an","EL-melt rock","EL3","EL4","EL4/5","EL5","EL6","EL6/7","EL7","Enst achon-ung","Eucrite","Eucrite-Mg rich","Eucrite-an","Eucrite-br","Eucrite-cm","Eucrite-mmict","Eucrite-pmict","Eucrite-unbr","Fusion crust","H","H(5?)","H(?)4","H(L)3","H(L)3-an","H-an","H-imp melt","H-melt breccia","H-melt rock","H-metal","H/L3","H/L3.5","H/L3.6","H/L3.9","H/L4","H/L4-5","H/L5","H/L6","H/L~4","H3 ","H3","H3-4","H3-5","H3-6","H3-an","H3.0","H3.0-3.4","H3.05","H3.1","H3.10","H3.2","H3.2-3.7","H3.2-6","H3.2-an","H3.3","H3.4","H3.4-5","H3.4/3.5","H3.5","H3.5-4","H3.6","H3.6-6","H3.7","H3.7-5","H3.7-6","H3.7/3.8","H3.8","H3.8-4","H3.8-5","H3.8-6","H3.8-an","H3.8/3.9","H3.8/4","H3.9","H3.9-5","H3.9-6","H3.9/4","H3/4","H4 ","H4","H4(?)","H4-5","H4-6","H4-an","H4-melt breccia","H4/5","H4/6","H5 ","H5","H5-6","H5-7","H5-an","H5-melt breccia","H5/6","H6 ","H6","H6-melt breccia","H7","H?","Howardite","Howardite-an","H~4","H~4/5","H~5","H~6","Iron","Iron- IAB complex","Iron- IAB-MG","Iron- IAB-an","Iron- IAB-sHH","Iron- IAB-sHL","Iron- IAB-sHL-an","Iron- IAB-sLH","Iron- IAB-sLL","Iron- IAB-sLM","Iron- IAB-ung","Iron- IAB?","Iron- IC","Iron- IC-an","Iron- IIAB","Iron- IIAB-an","Iron- IIC","Iron- IID","Iron- IID-an","Iron- IIE","Iron- IIE-an","Iron- IIF","Iron- IIG","Iron- IIIAB","Iron- IIIAB-an","Iron- IIIAB?","Iron- IIIE","Iron- IIIE-an","Iron- IIIF","Iron- IVA","Iron- IVA-an","Iron- IVB","Iron- ungrouped","K","K3","L","L(?)3","L(LL)3","L(LL)3.05","L(LL)3.5-3.7","L(LL)5","L(LL)6","L-imp melt","L-melt breccia","L-melt rock","L-metal","L/LL","L/LL(?)3","L/LL3","L/LL3-5","L/LL3-6","L/LL3.10","L/LL3.2","L/LL3.4","L/LL3.6/3.7","L/LL4","L/LL4-6","L/LL4/5","L/LL5","L/LL5-6","L/LL5/6","L/LL6","L/LL6-an","L/LL~4","L/LL~5","L/LL~6","L3","L3-4","L3-5","L3-6","L3-melt breccia","L3.0","L3.0-3.7","L3.0-3.9","L3.00","L3.05","L3.1","L3.10","L3.2","L3.2-3.5","L3.2-3.6","L3.3","L3.3-3.5","L3.3-3.6","L3.3-3.7","L3.4","L3.4-3.7","L3.5","L3.5-3.7","L3.5-3.8","L3.5-3.9","L3.5-5","L3.6","L3.6-4","L3.7","L3.7-3.9","L3.7-4","L3.7-6","L3.7/3.8","L3.8","L3.8-6","L3.8-an","L3.9","L3.9-5","L3.9-6","L3.9/4","L3/4","L4 ","L4","L4-5","L4-6","L4-an","L4-melt breccia","L4/5","L5 ","L5","L5-6","L5-7","L5-melt breccia","L5/6","L6 ","L6","L6-melt breccia","L6/7","L7","LL","LL(L)3","LL-imp melt","LL-melt breccia","LL-melt rock","LL3","LL3-5","LL3-6","LL3.0","LL3.00","LL3.05","LL3.1","LL3.1-3.5","LL3.15","LL3.2","LL3.3","LL3.4","LL3.5","LL3.6","LL3.7","LL3.7-6","LL3.8","LL3.8-4","LL3.8-6","LL3.9","LL3.9/4","LL3/4","LL4","LL4-5","LL4-6","LL4/5","LL5","LL5-6","LL5-7","LL5/6","LL6 ","LL6","LL6(?)","LL6-an","LL6-melt breccia","LL7","LL7(?)","LL~3","LL~5","LL~6","Lodranite","Lodranite-an","Lunar (anorth)","Lunar (bas. breccia)","Lunar (bas/anor)","Lunar (basalt)","Lunar (feldsp. breccia)","Lunar (gabbro)","Lunar (norite)","Lunar","L~3","L~4","L~4-6","L~5","L~6","Martian (OPX)","Martian (basaltic breccia)","Martian (chassignite)","Martian (nakhlite)","Martian (shergottite)","Mesosiderite","Mesosiderite-A","Mesosiderite-A1","Mesosiderite-A2","Mesosiderite-A3","Mesosiderite-A3/4","Mesosiderite-A4","Mesosiderite-B","Mesosiderite-B1","Mesosiderite-B2","Mesosiderite-B4","Mesosiderite-C","Mesosiderite-C2","Mesosiderite-an","Mesosiderite?","OC","Pallasite","Pallasite- PES","Pallasite- PMG","Pallasite- PMG-an","Pallasite- ungrouped","Pallasite?","R","R3","R3-4","R3-5","R3-6","R3.5-4","R3.5-6","R3.6","R3.8","R3.8-5","R3.8-6","R3.9","R4","R5","R6","Relict OC","Relict iron","Stone-uncl","Stone-ung","Ureilite","Ureilite-an","Ureilite-pmict","Winonaite"}
@ATTRIBUTE mass numeric
@ATTRIBUTE fall {Fell,Found}
@ATTRIBUTE yearoflanding DATE yyyy
@ATTRIBUTE class {NE,NW,SE,SW}

@DATA
"H5",4.9,Found,1977,SE
"H5",6.91,Found,1977,SE
"H5",4.1,Found,1977,SE
"H6",5.83,Found,1977,SE
"H6",19,Found,1977,SE
"H5",25.1,Found,1977,SE
"L3.5",144.1,Found,1977,SE
"H5",56.5,Found,1977,SE
"H5",9.22,Found,1977,SE
"L3.5",39.5,Found,1977,SE
"H5",33.4,Found,1977,SE
"H6",41.6,Found,1977,SE
"H5",44.3,Found,1977,SE
"H6",96.1,Found,1977,SE
"L3.5",503.6,Found,1977,SE
"Iron- IAB-MG",10555,Found,1977,SE
"L6",68.8,Found,1977,SE
"L3-6",343.1,Found,1977,SE
"H5",23.6,Found,1977,SE
"L5",245.8,Found,1977,SE
"Iron- ungrouped",765.1,Found,1977,SE
"Diogenite",676.2,Found,1977,SE
"Ureilite",1995.7,Found,1977,SE
"H6",597.3,Found,1977,SE
"H5",294,Found,1977,SE
"L3.5",744.3,Found,1977,SE
"L6",411.7,Found,1977,SE
"H4",861.5,Found,1977,SE
"Iron- IAB-MG",1669,Found,1977,SE
"H5",11,Found,1977,SE
"H5",18.3,Found,1977,SE
"H5",108.4,Found,1977,SE
"L5",103.5,Found,1977,SE
"H5",272,Found,1977,SE
"L6",1045,Found,1977,SE
"L6",588.9,Found,1977,SE
"H6",609.5,Found,1977,SE
"L6",674.1,Found,1977,SE
"L6",492,Found,1977,SE
"H5",288.1,Found,1977,SE
"H5",24.9,Found,1977,SE
"L6",142.7,Found,1977,SE
"LL3.7",312.9,Found,1977,SE
"H5",174.5,Found,1977,SE
"L6",3226,Found,1977,SE
"L6",1231,Found,1977,SE
"L6",4127.1,Found,1977,SE
"Iron- IAB-MG",10510,Found,1977,SE
"L6",376.2,Found,1977,SE
"H6",271.1,Found,1977,SE
"H4",245.8,Found,1977,SE
"H5",230.1,Found,1977,SE
"H6",1880,Found,1977,SE
"Iron- IAB-MG",2186,Found,1977,SE
"Iron- IAB-MG",3784,Found,1977,SE
"H5",5.8,Found,1977,SE
"L6",199.6,Found,1977,SE
"L6",109.7,Found,1977,SE
"H5",1351,Found,1977,SE
"EH3",141.3,Found,1977,SE
"L6",963.3,Found,1977,SE
"L6",951.6,Found,1977,SE
"H3.7",260.7,Found,1977,SE
"H5",234.5,Found,1977,SE
"L6",54.9,Found,1977,SE
"Eucrite-pmict",235.5,Found,1977,SE
"L3.5",78.6,Found,1977,SE
"LL3.7",650.4,Found,1977,SE
"L6",6444,Found,1977,SE
"CM2",19.9,Found,1977,SE
"CO3.0",181.3,Found,1977,SE
"H5",84.5,Found,1978,SE
"H6",11.5,Found,1978,SE
"L6",124.8,Found,1978,SE
"H5",35.9,Found,1978,SE
"H5",28.2,Found,1978,SE
"Howardite",8,Found,1978,SE
"H5",8.45,Found,1977,SE
"H5",7.4,Found,1978,SE
"H4",9.18,Found,1977,SE
"H5",1.3,Found,1978,SE
"L3",4.84,Found,1977,SE
"H5",38.1,Found,1978,SE
"L3.5",4.1,Found,1978,SE
"L3",6.95,Found,1977,SE
"L3.2",34.9,Found,1978,SE
"H5",2.55,Found,1977,SE
"L3.5",2.9,Found,1978,SE
"H5",17.9,Found,1978,SE
"Ureilite",30.3,Found,1978,SE
"H4",14.17,Found,1977,SE
"H5",17.1,Found,1978,SE
"H5",6.54,Found,1977,SE
"H5",9.8,Found,1978,SE
"H6",3.15,Found,1977,SE
"H5",8.3,Found,1978,SE
"H4",7.78,Found,1977,SE
"H5",29.2,Found,1978,SE
"H5",4.4,Found,1978,SE
"H4",4.1,Found,1978,SE
"H5",2.68,Found,1977,SE
"H5",4.6,Found,1978,SE
"H6",2.08,Found,1977,SE
"H4",5,Found,1978,SE
"H6",2.35,Found,1977,SE
"H6",2.5,Found,1978,SE
"H5",1.03,Found,1977,SE
"L3.5",0.5,Found,1978,SE
"L3.4",363,Found,1978,SE
"L6",299,Found,1978,SE
"Eucrite-pmict",211.7,Found,1978,SE
"L3.4",117.5,Found,1978,SE
"L6",214.1,Found,1978,SE
"L6",680,Found,1978,SE
"L4",164.1,Found,1978,SE
"L6",396.5,Found,1978,SE
"L3",70,Found,1978,SE
"H5",130.3,Found,1978,SE
"L6",190.6,Found,1978,SE
"H5",95.8,Found,1978,SE
"L6",1045,Found,1978,SE
"H4",119.5,Found,1978,SE
"H5",97.3,Found,1978,SE
"H4",179,Found,1978,SE
"LL5",9.31,Found,1977,SE
"L6",13.7,Found,1978,SE
"H",10.61,Found,1977,SE
"H4",8.7,Found,1978,SE
"H5",14.44,Found,1977,SE
"L6",9.1,Found,1978,SE
"H6",5.41,Found,1977,SE
"H5",1.64,Found,1977,SE
"LL6",10.9,Found,1978,SE
"LL6",76.7,Found,1978,SE
"L",10.37,Found,1977,SE
"H6",7.3,Found,1978,SE
"H5",8.48,Found,1977,SE
"H6",7.8,Found,1978,SE
"L6",3.19,Found,1977,SE
"H6",4.4,Found,1978,SE
"L4",10,Found,1978,SE
"H6",5.72,Found,1977,SE
"LL6",2.98,Found,1977,SE
"L6",200.2,Found,1978,SE
"H5",280.6,Found,1978,SE
"H6",275.6,Found,1978,SE
"H4",330.6,Found,1978,SE
"L6",290.3,Found,1978,SE
"H5",4.5,Found,1978,SE
"H5",24.8,Found,1978,SE
"H5",17.8,Found,1978,SE
"LL6",24,Found,1978,SE
"H4",11.43,Found,1977,SE
"H3.9",14280,Found,1978,SE
"H5",219.3,Found,1978,SE
"H6",9,Found,1978,SE
"H5",7.95,Found,1977,SE
"H5",5.2,Found,1978,SE
"H4",12.23,Found,1977,SE
"H5",7.5,Found,1978,SE
"H4/5",2.54,Found,1977,SE
"H5",16.3,Found,1978,SE
"H5",2.62,Found,1977,SE
"H5",4,Found,1978,SE
"H5",8.2,Found,1977,SE
"H5",7.5,Found,1978,SE
"H",2.3,Found,1977,SE
"H5",2.2,Found,1978,SE
"H5",2.1,Found,1977,SE
"Iron- IIAB",84.9,Found,1978,SE
"L6",121.2,Found,1978,SE
"H5",336.9,Found,1978,SE
"L6",589.7,Found,1978,SE
"L6",672.4,Found,1978,SE
"L6",941.7,Found,1978,SE
"L6",464.5,Found,1978,SE
"H5",198.4,Found,1978,SE
"H5",172.5,Found,1978,SE
"LL5",233.2,Found,1978,SE
"H5",160.7,Found,1978,SE
"H5",126.8,Found,1978,SE
"L6",2485,Found,1978,SE
"Aubrite",298.6,Found,1978,SE
"L6",808.1,Found,1978,SE
"H6",847.6,Found,1978,SE
"H5",127.8,Found,1978,SE
"H5",4.3,Found,1978,SE
"H5",7.92,Found,1977,SE
"LL3.5",102.6,Found,1978,SE
"H4",44.3,Found,1978,SE
"H5",30.4,Found,1978,SE
"H6",4.7,Found,1978,SE
"H5",18.4,Found,1978,SE
"H6",27.7,Found,1978,SE
"L6",18.8,Found,1978,SE
"L6",606.9,Found,1978,SE
"L6",194.5,Found,1978,SE
"H5",154.7,Found,1978,SE
"H5",128.3,Found,1978,SE
"L6",2733,Found,1978,SE
"L6",268.8,Found,1978,SE
"Eucrite-pmict",656,Found,1978,SE
"L3.5",59.9,Found,1978,SE
"H4",458.3,Found,1978,SE
"H6",130.8,Found,1978,SE
"H5",51.6,Found,1978,SE
"H6",70,Found,1978,SE
"LL3",10.8,Found,1978,SE
"H5",17,Found,1978,SE
"H4",16.6,Found,1978,SE
"H5",24.1,Found,1978,SE
"L5",31.5,Found,1978,SE
"LL3",2.23,Found,1977,SE
"H6",34.4,Found,1978,SE
"H5",16.5,Found,1978,SE
"H5/6",30.6,Found,1978,SE
"H5",3.32,Found,1977,SE
"H4",23.2,Found,1978,SE
"H5",15.8,Found,1978,SE
"H5/6",10.34,Found,1977,SE
"H6",4.7,Found,1978,SE
"LL6",151.7,Found,1978,SE
"H5",11.8,Found,1978,SE
"H6",4.36,Found,1977,SE
"L6",8.6,Found,1978,SE
"H4",63.4,Found,1978,SE
"Eucrite-pmict",15.1,Found,1978,SE
"H5",22.6,Found,1978,SE
"H5",16,Found,1978,SE
"L6",3,Found,1977,SE
"L3.4",33.2,Found,1978,SE
"H5",9.6,Found,1978,SE
"H5",25.1,Found,1978,SE
"Eucrite-pmict",20.9,Found,1978,SE
"H6",11.3,Found,1977,SE
"H4",33.6,Found,1978,SE
"H6",22.2,Found,1978,SE
"L3.2",20.9,Found,1978,SE
"L6",22.5,Found,1978,SE
"H4",29.4,Found,1978,SE
"H5",19.8,Found,1978,SE
"H5",13.5,Found,1978,SE
"H5",9.71,Found,1977,SE
"L3.4",8.2,Found,1978,SE
"H5",12.46,Found,1977,SE
"H5",7.2,Found,1978,SE
"H4",10.88,Found,1977,SE
"L3.5",7.9,Found,1978,SE
"H4",7.15,Found,1977,SE
"H5",10.1,Found,1978,SE
"H4",10.49,Found,1977,SE
"H6",8.2,Found,1978,SE
"L6",5.77,Found,1977,SE
"L3.5",3.1,Found,1978,SE
"L6",3.67,Found,1977,SE
"L3.5",0.9,Found,1978,SE
"H6",22.7,Found,1978,SE
"H5",20.1,Found,1978,SE
"H6",19.6,Found,1978,SE
"H5",12.42,Found,1977,SE
"H4",13.3,Found,1978,SE
"H5",24.5,Found,1978,SE
"H5",14.95,Found,1977,SE
"H4",11.2,Found,1978,SE
"H5",20.2,Found,1978,SE
"H4",10.47,Found,1977,SE
"H5",12.9,Found,1978,SE
"H6",14.17,Found,1977,SE
"H5",9.8,Found,1978,SE
"H5",12.95,Found,1977,SE
"H5",10.9,Found,1978,SE
"H5",11.11,Found,1977,SE
"H5",8.9,Found,1978,SE
"H5",9.77,Found,1977,SE
"H6",8.4,Found,1978,SE
"H4",10.46,Found,1977,SE
"H5",12.1,Found,1978,SE
"H5",8.95,Found,1977,SE
"H6",11.5,Found,1978,SE
"H5",7.72,Found,1977,SE
"H6",9.6,Found,1978,SE
"H5",5.61,Found,1977,SE
"H6",6.4,Found,1978,SE
"H5",4.75,Found,1977,SE
"H5",8.3,Found,1978,SE
"H4",7.85,Found,1977,SE
"H5",8.2,Found,1978,SE
"H5",8.57,Found,1977,SE
"H5",5.4,Found,1978,SE
"H5",5.02,Found,1977,SE
"H4",6.5,Found,1978,SE
"H5",6.5,Found,1977,SE
"H5",4.6,Found,1978,SE
"H6",6.26,Found,1977,SE
"H5",2.4,Found,1978,SE
"H5",2.96,Found,1977,SE
"H6",1.9,Found,1978,SE
"Acapulcoite",3.87,Found,1977,SE
"H6",1.9,Found,1978,SE
"H5",2.52,Found,1977,SE
"H5",1.3,Found,1978,SE
"H5",0.52,Found,1977,SE
"L3.4",19.2,Found,1978,SE
"L3.5",14.4,Found,1978,SE
"L3",13.27,Found,1977,SE
"L3.5",9.8,Found,1978,SE
"L3.4",16,Found,1978,SE
"H4",9.31,Found,1977,SE
"H5",6.5,Found,1978,SE
"H4",7.34,Found,1977,SE
"L3.5",1.9,Found,1978,SE
"H5",4,Found,1978,SE
"H5",6.17,Found,1977,SE
"H5",2.7,Found,1978,SE
"H4",4.73,Found,1977,SE
"H6",4.2,Found,1978,SE
"L3",2.87,Found,1977,SE
"L6",1312,Found,1978,SE
"Iron- IVA",2789,Found,1978,SE
"H5",6.8,Found,1978,SE
"H4",6.04,Found,1977,SE
"H5",3.2,Found,1978,SE
"H4",3.35,Found,1977,SE
"H5",2.1,Found,1978,SE
"H4",8.42,Found,1977,SE
"H5",6.2,Found,1978,SE
"L6",2.72,Found,1977,SE
"CM2",5.1,Found,1978,SE
"Ureilite",26.2,Found,1978,SE
"L3.5",32.3,Found,1979,SE
"H6",222.8,Found,1979,SE
"LL3.4",5.1,Found,1979,SE
"H5",34.9,Found,1979,SE
"H6",60,Found,1979,SE
"H5",41,Found,1979,SE
"L6",142.3,Found,1979,SE
"H5",12,Found,1979,SE
"H5",75.7,Found,1979,SE
"H5",25.1,Found,1979,SE
"H5",14,Found,1979,SE
"H5",191.9,Found,1979,SE
"H5",28.3,Found,1979,SE
"H5",10.8,Found,1979,SE
"H5",64,Found,1979,SE
"H6",1146,Found,1979,SE
"Eucrite-pmict",310,Found,1979,SE
"L6",120.7,Found,1979,SE
"H6",12.1,Found,1979,SE
"H6",4.2,Found,1979,SE
"H5",29.4,Found,1979,SE
"L3.7-4",31.4,Found,1979,SE
"H4",68.1,Found,1979,SE
"H6",21.6,Found,1979,SE
"H5",1208,Found,1979,SE
"H5",572,Found,1979,SE
"L6",133.2,Found,1979,SE
"H6",16.3,Found,1979,SE
"H5",505.5,Found,1979,SE
"H5",2.7,Found,1979,SE
"H5",2.6,Found,1979,SE
"L6",280.8,Found,1979,SE
"H6",12.6,Found,1979,SE
"H4",37.6,Found,1979,SE
"H5",20.2,Found,1979,SE
"H6",14.8,Found,1979,SE
"H5",49.7,Found,1979,SE
"H4",108.3,Found,1979,SE
"H5",13.2,Found,1979,SE
"H5",20.1,Found,1979,SE
"H5",11.5,Found,1979,SE
"L6",62.2,Found,1979,SE
"L3.5",115.4,Found,1979,SE
"H5",89.7,Found,1979,SE
"H5",19.3,Found,1979,SE
"H5",36.7,Found,1979,SE
"H6",54,Found,1979,SE
"H5",27,Found,1979,SE
"H5",23.9,Found,1979,SE
"L6",22.6,Found,1979,SE
"H5",86.1,Found,1979,SE
"H5",36,Found,1979,SE
"H6",15.3,Found,1979,SE
"L6",8725,Found,1980,SE
"Eucrite-pmict",471.2,Found,1980,SE
"L6",535.9,Found,1980,SE
"Iron- ungrouped",882,Found,1980,SE
"L6",445.1,Found,1980,SE
"H4",432.2,Found,1980,SE
"L6",177.8,Found,1980,SE
"L6",124.5,Found,1980,SE
"L6",167.6,Found,1980,SE
"H5",42.4,Found,1980,SE
"L6",330.7,Found,1980,SE
"L6",312.6,Found,1980,SE
"L6",232.8,Found,1980,SE
"L6",306,Found,1980,SE
"L6",191.2,Found,1980,SE
"L6",89,Found,1980,SE
"H6",2.4,Found,1980,SE
"L6",33.7,Found,1980,SE
"L6",60.1,Found,1980,SE
"H4",39.1,Found,1980,SE
"H6",49.8,Found,1980,SE
"H5",27.8,Found,1980,SE
"H5",12,Found,1980,SE
"L6",139.2,Found,1980,SE
"H6",34.5,Found,1980,SE
"H5",47.5,Found,1980,SE
"H4",138.2,Found,1980,SE
"H5",93.4,Found,1980,SE
"H6",5.3,Found,1980,SE
"H4",19.8,Found,1980,SE
"H5",152.8,Found,1980,SE
"L3.5",3.6,Found,1980,SE
"Eucrite-unbr",52.9,Found,1981,SE
"CM2",14,Found,1981,SE
"CV3-an",10.1,Found,1981,SE
"CM2",4.7,Found,1981,SE
"Lunar (anorth)",31.4,Found,1981,SE
"Eucrite-pmict",254.9,Found,1981,SE
"Eucrite-pmict",163.5,Found,1981,SE
"Eucrite-pmict",43.8,Found,1981,SE
"Eucrite-pmict",229,Found,1981,SE
"Eucrite-pmict",219.1,Found,1981,SE
"Eucrite-pmict",405.7,Found,1981,SE
"Eucrite-pmict",36.7,Found,1981,SE
"Iron- IIAB",17727,Found,1981,SE
"Iron- ungrouped",188.2,Found,1981,SE
"H5",5489,Found,1981,SE
"L6",3850.2,Found,1981,SE
"L5",1434.4,Found,1981,SE
"L5",2236.9,Found,1981,SE
"H5",1051.2,Found,1981,SE
"H5",1352.5,Found,1981,SE
"EL6",695.1,Found,1981,SE
"H4",912.5,Found,1981,SE
"L5",418.3,Found,1981,SE
"H3.6",797.7,Found,1981,SE
"L3.6",379,Found,1981,SE
"L6",515.5,Found,1981,SE
"L6",3835.3,Found,1981,SE
"L6",80.1,Found,1981,SE
"L6",153,Found,1981,SE
"L3.4",1851.6,Found,1981,SE
"L3.4",1594.9,Found,1981,SE
"L3.4",726.8,Found,1981,SE
"H5",252.4,Found,1981,SE
"H5",254.9,Found,1981,SE
"H6",256.1,Found,1981,SE
"H5",252.1,Found,1981,SE
"H6",320.3,Found,1981,SE
"H6",229,Found,1981,SE
"H5",205.9,Found,1981,SE
"L4",194.5,Found,1981,SE
"H4",728.8,Found,1981,SE
"H5",534.4,Found,1981,SE
"H4",106,Found,1981,SE
"H4",386.8,Found,1981,SE
"H4",90.2,Found,1981,SE
"H4",16.6,Found,1981,SE
"H4",81.2,Found,1981,SE
"H4",190.6,Found,1981,SE
"H4",8.5,Found,1981,SE
"H4",25.7,Found,1981,SE
"H4",43,Found,1981,SE
"H4",28.7,Found,1981,SE
"L3.5",2.5,Found,1981,SE
"H6",2.2,Found,1981,SE
"H6",4.6,Found,1981,SE
"H4",1.4,Found,1981,SE
"H4",8.4,Found,1981,SE
"H4",66.2,Found,1981,SE
"Mesosiderite-B1",539.5,Found,1981,SE
"L3.5",28.3,Found,1981,SE
"L3.5",23.7,Found,1981,SE
"H5",0.5,Found,1981,SE
"H5",4.9,Found,1981,SE
"H5",191,Found,1981,SE
"L3.5",13.1,Found,1981,SE
"L3.5",8.7,Found,1981,SE
"H5",227.6,Found,1981,SE
"H4",23.7,Found,1981,SE
"L3.5",7.2,Found,1981,SE
"H5",3.7,Found,1981,SE
"H5",2.5,Found,1981,SE
"H5",3.2,Found,1981,SE
"H4",3.3,Found,1981,SE
"H4",8,Found,1981,SE
"H5",15.7,Found,1981,SE
"H6",10.3,Found,1981,SE
"H5",4.2,Found,1981,SE
"H6",5.9,Found,1981,SE
"H6",7.5,Found,1981,SE
"H5",16.7,Found,1981,SE
"H5",5,Found,1981,SE
"H5",5.9,Found,1981,SE
"H5",6.6,Found,1981,SE
"H5",15.7,Found,1981,SE
"L3.5",16.2,Found,1981,SE
"H6",5.7,Found,1981,SE
"L3.5",8.4,Found,1981,SE
"H5",3.8,Found,1981,SE
"H5",11.2,Found,1981,SE
"H5",9.5,Found,1981,SE
"H5",12.2,Found,1981,SE
"H4",15.6,Found,1981,SE
"H6",271,Found,1981,SE
"H6",152,Found,1981,SE
"H4",58.8,Found,1981,SE
"H6",83,Found,1981,SE
"H4",79.9,Found,1981,SE
"Mesosiderite-B1",70.9,Found,1981,SE
"L6",151.6,Found,1981,SE
"H5",154.6,Found,1981,SE
"Ureilite",119.2,Found,1981,SE
"H6",196,Found,1981,SE
"H6",136.1,Found,1981,SE
"H4",183.8,Found,1981,SE
"H4",92.7,Found,1981,SE
"L6",48.3,Found,1981,SE
"L6",139.6,Found,1981,SE
"H5",69.1,Found,1981,SE
"H4",1.1,Found,1981,SE
"H5",3,Found,1981,SE
"H6",210.3,Found,1981,SE
"H6",150.3,Found,1981,SE
"H5",111.1,Found,1981,SE
"H4",79.3,Found,1981,SE
"H5",154.9,Found,1981,SE
"H5",1.7,Found,1981,SE
"H4",32.9,Found,1981,SE
"H5",84.7,Found,1981,SE
"L4",107.4,Found,1981,SE
"H5",13.8,Found,1981,SE
"L3.5",88.4,Found,1981,SE
"L6",20.9,Found,1981,SE
"LL6",2,Found,1981,SE
"H5",9.3,Found,1981,SE
"H5",10.2,Found,1981,SE
"H5",21.5,Found,1981,SE
"H6",15.4,Found,1981,SE
"H5",15.9,Found,1981,SE
"H5",31.6,Found,1981,SE
"H5",29.9,Found,1981,SE
"L6",12.9,Found,1981,SE
"H5",5.4,Found,1981,SE
"H5",20.7,Found,1981,SE
"H6",15.4,Found,1981,SE
"H5",9.5,Found,1981,SE
"H5",1.2,Found,1981,SE
"H6",9.4,Found,1981,SE
"H5",4.3,Found,1981,SE
"H5",7.1,Found,1981,SE
"H4",14.4,Found,1981,SE
"H5",1.5,Found,1981,SE
"H4",1.2,Found,1981,SE
"H5",12.5,Found,1981,SE
"H5",3,Found,1981,SE
"L3.2",21.1,Found,1981,SE
"H6",23.8,Found,1981,SE
"H4",1.7,Found,1981,SE
"H5",13.3,Found,1981,SE
"H4",8.8,Found,1981,SE
"L6",1.9,Found,1981,SE
"LL5",5.1,Found,1981,SE
"H5",10.3,Found,1981,SE
"L5",4.2,Found,1981,SE
"H6",1.1,Found,1981,SE
"H5",4.5,Found,1981,SE
"L3.5",19.7,Found,1981,SE
"H4",11.8,Found,1981,SE
"H5",2.4,Found,1981,SE
"L6",10.3,Found,1981,SE
"H6",11.7,Found,1981,SE
"H5",122.2,Found,1981,SE
"L3.2",59.4,Found,1981,SE
"H5",82.2,Found,1981,SE
"H5",20.1,Found,1981,SE
"H5",6.3,Found,1981,SE
"H5",26.3,Found,1981,SE
"L6",58.5,Found,1981,SE
"H5",8.2,Found,1981,SE
"H5",5.6,Found,1981,SE
"H5",59,Found,1981,SE
"H5",23.7,Found,1981,SE
"L6",33.4,Found,1981,SE
"H5",25.8,Found,1981,SE
"H5",33.3,Found,1981,SE
"H5",13.2,Found,1981,SE
"H5",94.5,Found,1981,SE
"H4",17.3,Found,1981,SE
"H5",29.9,Found,1981,SE
"H5",13.7,Found,1981,SE
"H6",16.6,Found,1981,SE
"L6",15,Found,1981,SE
"H5",4.6,Found,1981,SE
"H5",104.2,Found,1981,SE
"L4",16.7,Found,1981,SE
"LL6",64.9,Found,1981,SE
"H5",22.7,Found,1981,SE
"Acapulcoite",40,Found,1981,SE
"H5",8.7,Found,1981,SE
"EH3",2.6,Found,1981,SE
"L3",48.3,Found,1981,SE
"L3",30.4,Found,1981,SE
"H5",8.9,Found,1981,SE
"H6",13.4,Found,1981,SE
"H5",17,Found,1981,SE
"H5",4.9,Found,1981,SE
"H6",9.4,Found,1981,SE
"H5",67.7,Found,1981,SE
"L5",0.5,Found,1981,SE
"H4",16,Found,1981,SE
"H4",9.5,Found,1981,SE
"H5",6.5,Found,1981,SE
"H5",5.4,Found,1981,SE
"L6",3.8,Found,1981,SE
"H6",7.3,Found,1981,SE
"L6",2.8,Found,1981,SE
"H4",3.8,Found,1981,SE
"H5",14.1,Found,1981,SE
"Mesosiderite",1.6,Found,1981,SE
"H5",13.9,Found,1981,SE
"H6",0.6,Found,1981,SE
"H5",7.2,Found,1981,SE
"H4",11.5,Found,1981,SE
"H5",2.9,Found,1981,SE
"L3.5",4.4,Found,1981,SE
"H5",11.2,Found,1981,SE
"H5",2.4,Found,1981,SE
"L6",5.4,Found,1981,SE
"H5",5.5,Found,1981,SE
"H5",24.4,Found,1981,SE
"H5",3.5,Found,1981,SE
"L6",9.2,Found,1981,SE
"H6",9.5,Found,1981,SE
